timestamp_utc,timestamp_unix,origin_set,gps_healthy,gps_sentence_type,gps_raw_sentence,gps_talker,gps_fix_time_utc,gps_date_ddmmyy,gps_status,gps_mode,gps_fix_quality,gps_satellites,gps_hdop,gps_pdop,gps_vdop,gps_latitude_deg,gps_longitude_deg,gps_altitude_m,gps_geoid_separation_m,gps_speed_knots,gps_speed_kmph,gps_course_deg,gps_mag_var_deg,gps_nav_mode,state_lat,state_lon,state_baro_alt_m,state_heading_deg,imu_ax_mps2,imu_ay_mps2,flow_distance_mm,flow_distance_m,flow_strength,flow_precision,flow_distance_status,flow_status,flow_quality,flow_ok,flow_raw_vx_cms_at_1m,flow_raw_vy_cms_at_1m,flow_vx_mps,flow_vy_mps,flow_vn_mps,flow_ve_mps,flow_speed_mps
2026-03-16T06:58:55.305505+00:00,1773644335.305378,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,971.9984998176395,77.73382338923199,-0.00980665,0.3530394,170,0.17,255,0,1,1,64,True,100,0,-0.17,-0.0,-0.03874705112080096,-0.16231373969141505,0.16687445599363135
2026-03-16T06:58:55.405564+00:00,1773644335.405459,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.368261243237,77.73492902077095,-0.04903325,0.3530394,173,0.173,255,0,1,1,64,True,40,0,-0.0692,-0.0,-0.041420973723546736,-0.10884868568831883,0.11646344250571153
2026-03-16T06:58:55.505621+00:00,1773644335.505540,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.184394627567,77.73649894675259,-0.02941995,0.3530394,171,0.171,255,0,1,1,65,True,0,20,-0.0,-0.0342,-0.027619875564261327,-0.06106978086364284,0.06702518676526487
2026-03-16T06:58:55.605683+00:00,1773644335.605612,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.107784419718,77.73857091352363,-0.00980665,0.36284605000000003,169,0.169,255,0,1,1,65,True,120,20,-0.2028,-0.033800000000000004,-0.04146394890404525,-0.11625854493747631,0.12343139118431937
2026-03-16T06:58:55.705769+00:00,1773644335.705686,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,971.8987944108902,77.74069770727846,0.0196133,0.34323275,169,0.169,255,0,1,1,67,True,20,0,-0.033800000000000004,-0.0,-0.047793533323497735,-0.0776103207809604,0.09114594735515048
2026-03-16T06:58:55.805834+00:00,1773644335.805762,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.1696854274165,77.74259475162893,-0.0196133,0.36284605000000003,169,0.169,255,0,1,1,72,True,0,0,-0.0,-0.0,-0.050788995061379454,-0.043582584537769066,0.06692506028638759
2026-03-16T06:58:55.905916+00:00,1773644335.905837,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.4185186382535,77.7443615569195,-0.0588399,0.3530394,169,0.169,255,0,1,1,66,True,0,0,-0.0,-0.0,-0.052675416842114096,-0.02545841691644982,0.0585049615962805
2026-03-16T06:58:56.005983+00:00,1773644336.005912,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.1658203574659,77.74627593102264,0.0,0.3334261,167,0.167,255,0,1,1,64,True,20,0,-0.033400000000000006,-0.0,-0.054719576438930585,-0.023951183528344213,0.05973182768059583
2026-03-16T06:58:56.106095+00:00,1773644336.105998,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.1131110559355,77.74756487737727,0.0,0.3334261,171,0.171,255,0,1,1,64,True,0,0,-0.0,-0.0,-0.05321532631997218,-0.010279308280566841,0.05419903259347028
2026-03-16T06:58:56.206154+00:00,1773644336.206079,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.2947142383467,77.747785767788,-0.0196133,0.36284605000000003,170,0.17,255,0,1,1,66,True,0,0,-0.0,-0.0,-0.05431258595478827,-0.002737087527117075,0.05438151010433017
2026-03-16T06:58:56.306228+00:00,1773644336.306149,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.1629437170718,77.74779408984102,-0.0392266,0.36284605000000003,170,0.17,255,0,1,1,73,True,-180,0,0.306,-0.0,-0.02987735423100158,0.11746668917591345,0.12120676285502971
2026-03-16T06:58:56.406294+00:00,1773644336.406221,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.0373034867226,77.74758234623806,-0.0196133,0.34323275,170,0.17,255,0,1,1,70,True,40,0,-0.068,-0.0,-0.04455746099866985,0.048920010233580405,0.06617049744335912
2026-03-16T06:58:56.506374+00:00,1773644336.506294,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.0428193699895,77.74757592065674,0.0,0.34323275,173,0.173,255,0,1,1,73,True,-60,0,0.10379999999999999,-0.0,-0.03901419432434515,0.07387010569918095,0.08353981011940315
2026-03-16T06:58:56.606434+00:00,1773644336.606364,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.0895861754458,77.74845224370631,-0.00980665,0.34323275,172,0.172,255,0,1,1,68,True,0,0,-0.0,-0.0,-0.04436448331429626,0.048882208915160964,0.06601270883829805
2026-03-16T06:58:56.706473+00:00,1773644336.706394,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.1145260971879,77.7500894529096,-0.0392266,0.3530394,173,0.173,255,0,1,1,70,True,60,0,-0.10379999999999999,-0.0,-0.05718467978217903,-0.007580702268744084,0.05768496033350198
2026-03-16T06:58:56.806535+00:00,1773644336.806464,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,972.0544640212707,77.75196677374686,0.0,0.3530394,171,0.171,255,0,1,1,66,True,-20,0,0.0342,-0.0,-0.0530656304306446,0.012997977762338983,0.05463431667836629
2026-03-16T06:58:56.906615+00:00,1773644336.906533,True,False,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,971.811767452018,77.75404142053242,-0.00980665,0.3530394,170,0.17,255,0,1,1,71,True,0,0,-0.0,-0.0,-0.05351434557801366,0.011905293571014632,0.054822633990488936
