timestamp_utc,timestamp_unix,origin_set,gps_healthy,gps_message_type,gps_time_usec,gps_time_boot_ms,gps_fix_type,gps_satellites_visible,gps_hdop,gps_vdop,gps_latitude_deg,gps_longitude_deg,gps_altitude_m,gps_alt_ellipsoid_m,gps_relative_alt_m,gps_speed_mps,gps_speed_knots,gps_speed_kmph,gps_course_deg,gps_heading_deg,gps_vn_mps,gps_ve_mps,gps_vd_mps,gps_hacc_m,gps_vacc_m,gps_vel_acc_mps,gps_hdg_acc_deg,gps_yaw_deg,of_latitude_deg,of_longitude_deg,of_altitude_m,of_heading_deg,imu_ax_mps2,imu_ay_mps2,of_distance_mm,of_distance_m,of_strength,of_precision,of_distance_status,of_status,of_quality,of_ok,of_raw_vx_cms_at_1m,of_raw_vy_cms_at_1m,of_body_vx_mps,of_body_vy_mps,of_vn_mps,of_ve_mps,of_speed_mps
2026-03-16T14:02:52.011443+00:00,1773669772.011264,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,157,0.157,255,0,1,1,69,True,-80,0,0.12560000000000002,-0.0,0.12313750937104391,0.0,0.12313750937104391
2026-03-16T14:02:52.112527+00:00,1773669772.112400,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,157,0.157,255,0,1,1,72,True,20,0,-0.031400000000000004,-0.0,0.0377989557763842,0.0,0.0377989557763842
2026-03-16T14:02:52.212591+00:00,1773669772.212482,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,161,0.161,255,0,1,1,68,True,-20,0,0.0322,-0.0,0.035306350115870036,0.0,0.035306350115870036
2026-03-16T14:02:52.312721+00:00,1773669772.312599,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,158,0.158,255,0,1,1,70,True,0,0,-0.0,-0.0,0.020823764005729852,0.0,0.020823764005729852
2026-03-16T14:02:52.412898+00:00,1773669772.412713,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,157,0.157,255,0,1,1,63,True,0,0,-0.0,-0.0,0.012540777937737033,0.0,0.012540777937737033
2026-03-16T14:02:52.512864+00:00,1773669772.512786,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,157,0.157,255,0,1,1,73,True,0,0,-0.0,-0.0,0.007609937354056477,0.0,0.007609937354056477
2026-03-16T14:02:52.612932+00:00,1773669772.612854,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,156,0.156,255,0,1,1,70,True,0,0,-0.0,-0.0,0.004630731303456575,0.0,0.004630731303456575
2026-03-16T14:02:52.713002+00:00,1773669772.712923,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,157,0.157,255,0,1,1,73,True,20,0,-0.031400000000000004,-0.0,-0.00945226965483963,0.0,0.00945226965483963
2026-03-16T14:02:52.813068+00:00,1773669772.812991,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,171,0.171,255,0,1,1,64,True,60,0,-0.10260000000000001,-0.0,-0.04583824749417695,0.0,0.04583824749417695
2026-03-16T14:02:52.913136+00:00,1773669772.913058,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,12.887817833333335,77.6430275,948.2,0.0,0.0,0.0,170,0.17,255,0,1,1,66,True,-40,0,0.068,-0.0,-0.0013799833264947145,0.0,0.0013799833264947145
