timestamp_utc,timestamp_unix,origin_set,gps_healthy,gps_sentence_type,gps_raw_sentence,gps_talker,gps_fix_time_utc,gps_date_ddmmyy,gps_status,gps_mode,gps_fix_quality,gps_satellites,gps_hdop,gps_pdop,gps_vdop,gps_latitude_deg,gps_longitude_deg,gps_altitude_m,gps_geoid_separation_m,gps_speed_knots,gps_speed_kmph,gps_course_deg,gps_heading_deg,gps_mag_var_deg,gps_nav_mode,of_latitude_deg,of_longitude_deg,of_altitude_m,of_heading_deg,imu_ax_mps2,imu_ay_mps2,of_distance_mm,of_distance_m,of_strength,of_precision,of_distance_status,of_status,of_quality,of_ok,of_raw_vx_cms_at_1m,of_raw_vy_cms_at_1m,of_body_vx_mps,of_body_vy_mps,of_vn_mps,of_ve_mps,of_speed_mps
2026-03-16T07:05:38.734379+00:00,1773644738.734160,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.5092950184152,78.12365857067624,-0.0196133,0.34323275,169,0.169,255,0,1,1,73,True,0,0,-0.0,-0.0,-0.003252841584591104,0.0004922859633780495,0.0032898820410744547
2026-03-16T07:05:38.834919+00:00,1773644738.834594,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.3144159088363,78.12385517246622,-0.0784532,0.3530394,170,0.17,255,0,1,1,63,True,-40,0,0.068,-0.0,-0.010005915714522563,0.03676511517512212,0.03810238894250759
2026-03-16T07:05:38.934915+00:00,1773644738.934799,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.5141976808271,78.12375945502544,-0.02941995,0.3530394,168,0.168,255,0,1,1,67,True,-20,0,0.033600000000000005,-0.0,-0.022015729427262,0.03747435790403799,0.043462855894825236
2026-03-16T07:05:39.034966+00:00,1773644739.034884,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.430239880471,78.12328984856651,0.02941995,0.3530394,168,0.168,255,0,1,1,64,True,0,0,-0.0,-0.0,-0.03302263841783684,0.02809202633189708,0.043355006533354286
2026-03-16T07:05:39.135033+00:00,1773644739.134953,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.4835560756248,78.12277767079968,0.0196133,0.3530394,169,0.169,255,0,1,1,64,True,80,0,-0.13520000000000001,-0.0,-0.051534682663616556,-0.03016462695714927,0.05971371899910135
2026-03-16T07:05:39.235103+00:00,1773644739.235025,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.3383159963313,78.12239836654214,-0.0588399,0.36284605000000003,168,0.168,255,0,1,1,67,True,-380,0,0.6384000000000001,-0.0,-0.0019106892464593878,0.22835695138903517,0.22836494472902513
2026-03-16T07:05:39.335330+00:00,1773644739.335145,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.3599037740086,78.12146174871043,-0.06864655,0.3530394,170,0.17,255,0,1,1,68,True,0,0,-0.0,-0.0,-0.02306998576470956,0.1392829925850536,0.14118065117654047
2026-03-16T07:05:39.435350+00:00,1773644739.435241,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.566288600204,78.12081922994355,-0.00980665,0.34323275,169,0.169,255,0,1,1,62,True,-20,0,0.033800000000000004,-0.0,-0.031933382067342586,0.1014891716315705,0.10639451512517574
2026-03-16T07:05:39.535513+00:00,1773644739.535364,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.6044164193273,78.12036836539511,0.0,0.3530394,169,0.169,255,0,1,1,69,True,0,0,-0.0,-0.0,-0.04053337361577503,0.06627166616643122,0.0776845423050874
2026-03-16T07:05:39.635731+00:00,1773644739.635499,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.3928574107821,78.11990427115552,-0.00980665,0.3726527,169,0.169,255,0,1,1,67,True,60,0,-0.1014,-0.0,-0.055229398374253155,0.0057186054129916425,0.05552466922595266
2026-03-16T07:05:39.736789+00:00,1773644739.736519,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.5074565205592,78.1193673261123,-0.02941995,0.3530394,169,0.169,255,0,1,1,66,True,-20,0,0.033800000000000004,-0.0,-0.05249935773796374,0.019125284363241055,0.05587449386682197
2026-03-16T07:05:39.836806+00:00,1773644739.836628,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.6656986125929,78.11894036201141,-0.0392266,0.36284605000000003,159,0.159,255,0,1,1,66,True,0,0,-0.0,-0.0,-0.05412319781948601,0.01386427750877122,0.055870732347513
2026-03-16T07:05:39.936943+00:00,1773644739.936790,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.55845499231,78.11846715962338,-0.02941995,0.34323275,159,0.159,255,0,1,1,65,True,0,0,-0.0,-0.0,-0.05384356699458123,0.011002934820525796,0.054956294283409396
2026-03-16T07:05:40.037163+00:00,1773644740.036959,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.4749764410425,78.1181847548686,-0.04903325,0.36284605000000003,159,0.159,255,0,1,1,67,True,0,0,-0.0,-0.0,-0.055096923654616804,0.008335628706035585,0.05572390602001584
2026-03-16T07:05:40.138046+00:00,1773644740.137960,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.318092842089,78.1175142309637,-0.00980665,0.3530394,160,0.16,255,0,1,1,65,True,-60,0,0.096,-0.0,-0.047153174666987034,0.04572238674554085,0.06568073180837891
2026-03-16T07:05:40.239879+00:00,1773644740.239688,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.534555124077,78.11720382123605,0.00980665,0.3530394,159,0.159,255,0,1,1,73,True,200,0,-0.318,-0.0,-0.07557395809134487,-0.08923136612650703,0.11693442539472752
2026-03-16T07:05:40.340012+00:00,1773644740.339840,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.5074565205592,78.11686918309965,-0.00980665,0.34323275,160,0.16,255,0,1,1,69,True,20,0,-0.032,-0.0,-0.06918285080637385,-0.06284658481510026,0.0934663579509685
2026-03-16T07:05:40.440140+00:00,1773644740.439950,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.6252523277776,78.11595551722769,-0.0392266,0.3530394,160,0.16,255,0,1,1,73,True,-20,0,0.032,-0.0,-0.06113103776820835,-0.023954365093614302,0.0656567999955548
2026-03-16T07:05:40.540509+00:00,1773644740.540239,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.4853945695945,78.1147998484829,-0.04903325,0.3530394,160,0.16,255,0,1,1,71,True,-20,0,0.032,-0.0,-0.05638782549661647,-0.0008439713499039415,0.0563941411130299
2026-03-16T07:05:40.641109+00:00,1773644740.640969,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.8023590995481,78.11389341576802,-0.04903325,0.36284605000000003,157,0.157,255,0,1,1,71,True,-100,0,0.157,-0.0,-0.044069299032438766,0.061231916932694794,0.07544170443768448
2026-03-16T07:05:40.741263+00:00,1773644740.741075,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.5290397770393,78.11347232888448,-0.00980665,0.3530394,161,0.161,255,0,1,1,66,True,0,0,-0.0,-0.0,-0.048038805375094806,0.04115205914710669,0.06325518788141575
2026-03-16T07:05:40.841279+00:00,1773644740.841165,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.2543595016426,78.11393754657058,0.0,0.3530394,160,0.16,255,0,1,1,73,True,-260,0,0.41600000000000004,-0.0,-0.016875383185635542,0.18852757169377005,0.18928133517706291
2026-03-16T07:05:40.941330+00:00,1773644740.941245,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.48049191967,78.11466214558362,-0.00980665,0.36284605000000003,161,0.161,255,0,1,1,69,True,0,0,-0.0,-0.0,-0.032064732908518516,0.11887084694005726,0.12311955713346742
2026-03-16T07:05:41.041431+00:00,1773644741.041322,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.770235727078,78.115314478953,-0.04903325,0.34323275,160,0.16,255,0,1,1,69,True,100,0,-0.16,-0.0,-0.05351346017599422,0.012690379994493323,0.05499760144235706
2026-03-16T07:05:41.141464+00:00,1773644741.141392,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.3567007133838,78.1156068790246,-0.0392266,0.34323275,157,0.157,255,0,1,1,68,True,0,0,-0.0,-0.0,-0.053594915835774616,0.00970473806578618,0.054466475417170916
2026-03-16T07:05:41.241558+00:00,1773644741.241473,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.231540784703,78.11568738108099,-0.00980665,0.34323275,157,0.157,255,0,1,1,74,True,0,0,-0.0,-0.0,-0.053276955071209366,0.009641246083798653,0.05414229001167224
2026-03-16T07:05:41.341622+00:00,1773644741.341545,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.5777979554581,78.11586059364583,0.00980665,0.34323275,155,0.155,255,0,1,1,72,True,60,0,-0.09300000000000001,-0.0,-0.060314320851109784,-0.024765035245668095,0.06520064624257799
2026-03-16T07:05:41.441689+00:00,1773644741.441613,True,False,,,,,,,,,,,,,,,,,,,,,,,12.9716,77.5946,973.2033504020693,78.11613592924249,-0.0196133,0.36284605000000003,159,0.159,255,0,1,1,72,True,40,0,-0.0636,-0.0,-0.06377915617906461,-0.03601075374049613,0.07324312355349252
